"","X.1","X","ID","DataType","ORIGINAL_TraitID","ORIGINAL_TraitDefinition","TraitValue","TraitUnit","N_TraitValue","ConTaxa","ResTaxa","ConTaxaStage","ResTaxaStage","Con_ForagingMovement","Con_RESDetectionDimensionality","Res_ForagingMovement","Res_CONDetectionDimensionality","CON_MASS_value","RES_MASS_value","ResArenaSize_SI_UNIT","ResDensity_SI_VALUE","ResDensityUnit","ResDensity","ResArenaSize_SI_VALUE","ConTemp","ResTemp","ResReplaceRate","ResReplaceUnit","ResReplace","TraitSIValue","TraitSIUnit","N_TraitID","N_TraitConversion","N_CONVERTED","N_TraitUnit","Original_ErrorValue","Original_ErrorValueUnit","Replicates","ConTaxon","ConStage","ConCommon","Con_MovementDimensionality","Con_Thermy","Res_MovementDimensionality","ResTaxon","ResStage","ResCommon","Res_Thermy","Habitat","LabField","ObservationtimeSI","ObservationtimeSIUnits","ConStarvationTimeSI","ConStarvationTimeSIUnits","ConArenaSiz_VALUE","ConArenaSize_UNIT","ConDensity","ConDensityUnit","ConDensity_SI_VALUE","ConDensityConst","ConSizType","CON_ORIGINAL_value","CON_ORIGINAL_unit","Con_Siz_reference","ResSizType","RES_ORIGINAL_value","RES_ORIGINAL_unit","Res_Siz_reference","Citation","FigureTable","a0","h0","a0_gen","h0_gen","q0_gen","HollingI_AIC","HollingII_AIC","HollingIII_AIC","Poly2_AIC","Poly3_AIC","N","FailHolI","FailHolII","FailHolIII","FailPol2","FailPol3","aI","aII","hII","aIII","hIII","qIII","hIIp","hIIIp","aIp","aIIp","aIIIp","qIIIp","a0_I","a0_II","h0_II","a0_III","h0_III","q0_III","qse","BestAIC","BestAICHolRECAL","BestAICHol","qcil","qciu","qIIIci","best.model.type","BestAIC_sec","BestAICRECAL","best.model.type.recal","CUTCONTEMP","CUTRESTEMP"
"66",948,1109,39935,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.9922,"Individual/(Individual*1 hr)",1.15e-05,"Macrolophus caliginosus (Wagner)","Myzus persicae (Sulzer 1776)","Macrolophus caliginosus (Wagner) [adult]","Myzus persicae (Sulzer 1776) [instar 4]","active","surface","sessile","surface",1.39e-06,1.35e-07,"square meter",50,"Individuals per arena",1,0.02,22,22,NA,"","yes",NA,NA,NA,NA,NA,NA,0.8949,"95%CI",5,"Macrolophus caliginosus Wagner","Adult","Mirid bug","2D","ectotherm","2D","Myzus persicae Sulzer","Instar 4","Green peach aphid","ectotherm","Terrestrial","Laboratory",86400,"seconds",86400,"seconds",0.02,"square meter",1,"Individuals per arena","","yes","length","3.48","mm","pdf","length",1.27,"mm","original","Foglar H. J. C. Malausa and E. Wajnberg. 1990. THE FUNCTIONAL-RESPONSE AND PREFERENCE OF MACROLOPHUS-CALIGINOSUS HETEROPTERA MIRIDAE FOR 2 OF ITS PREY - MYZUS-PERSICAE AND TETRANYCHUS-URTICAE. Entomophaga 35:465-474.","Fig 1",NA,NA,NA,NA,NA,-129.087973667527,-141.135874401585,-144.022661965728,-137.832954065369,-142.41301639092,7,NA,NA,NA,NA,NA,3.95061396303901e-06,1.3607494108092e-05,5344.66591179522,6.34544992104517e-06,7258.1905181914,0.548488720899311,0.00038930816131791,0.000451526721759893,0.00242222052817925,0.00102309188736291,0.0904846215697757,0.127156212919203,3.95061396303901e-06,1.1094245653604,1.3425180513504,0.153030631943504,0.457655829664181,-0.00664124079048634,0.285554124666828,"HollingIII_AIC","HollingII_AIC","HollingIII_AIC",-0.022619528434345,1.11959697023297,0,"Mechanistic","Poly3_AIC","Poly3_AIC","Phenomenological","(15,25]","(15,25]"
"67",955,1116,39936,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",4.8815,"Individual/(Individual*1 hr)",5.65e-05,"Macrolophus caliginosus (Wagner)","Tetranychus urticae Koch 1836","Macrolophus caliginosus (Wagner) [adult]","Tetranychus urticae Koch 1836 [adult]","active","surface","sessile","surface",1.39e-06,2.01e-08,"square meter",300,"Individuals per arena",6,0.02,22,22,NA,"","yes",NA,NA,NA,NA,NA,NA,1.9266,"95%CI",5,"Macrolophus caliginosus Wagner","Adult","Mirid bug","2D","ectotherm","2D","Tetranychus urticae Koch","Adult","Mite","ectotherm","Terrestrial","Laboratory",86400,"seconds",86400,"seconds",0.02,"square meter",1,"Individuals per arena","","yes","length","3.48","mm","pdf","length",0.51,"mm","original","Foglar H. J. C. Malausa and E. Wajnberg. 1990. THE FUNCTIONAL-RESPONSE AND PREFERENCE OF MACROLOPHUS-CALIGINOSUS HETEROPTERA MIRIDAE FOR 2 OF ITS PREY - MYZUS-PERSICAE AND TETRANYCHUS-URTICAE. Entomophaga 35:465-474.","Fig 2",NA,NA,NA,NA,NA,-90.8596830738076,-94.6518427116112,-95.5494089954957,-92.6025591500313,-96.2159544564801,6,NA,NA,NA,NA,NA,1.93207540509648e-06,1.46200308956293e-05,2631.13903231629,1.60727088621672e-09,3380.42824457948,3.2070556062618,0.0218973129743794,0.00411834930205538,0.106152411681265,0.150847038714957,0.932494353460682,0.462632645779297,1.93207540509648e-06,0.806289990649321,1.02835481660227,1.05488922396994,0.778391444718099,1.81691769789904,3.818453834886,"Poly3_AIC","HollingII_AIC","HollingIII_AIC",-4.4298520635102,10.8439632760338,0,"Phenomenological","HollingIII_AIC","Poly3_AIC","Phenomenological","(15,25]","(15,25]"
"68",961,1132,39939,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",56.3421,"gram (biomass - wet) / (individual * 22.5 minutes)",0.000316173,"Alces alces Gray 1821","Betula pubescens Ehrh. (twig)","Alces alces Gray 1821 [adult]","Betula pubescens Ehrh. (twig)","active","surface","sessile","surface",550,0.132,"square meter",1.315673485,"g (body - wet) per square meter",173.6689,6000,38,NA,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",NA,"Alces alces (L.)","Adult","Moose ","2D","endotherm","sessile","Betula pubescens Ehrh.","Twig","Birch","ectotherm","Terrestrial","enclosure",1350,"seconds",NA,"",6000,"square meter",1,"Individuals per arena","","yes","wet mass","550","kg","http://en.wikipedia.org/wiki/Moose","weight",132,"g","original","Lundberg P. and K. Danell. 1990. FUNCTIONAL-RESPONSE OF BROWSERS - TREE EXPLOITATION BY MOOSE. Oikos 58:378-384.","Fig 2",NA,NA,NA,NA,NA,-342.511248287753,-340.493378260597,-339.897119200567,-340.542466747142,-338.630530197125,32,NA,NA,NA,NA,NA,9.74118307780655e-07,1.56103160331074e-06,48.9091853788319,7.99293056233975e-06,0,-0.232412486321558,0.064863517436494,1,8.3226521545853e-11,8.6026555719821e-06,0.669123175406132,0.50888085943436,9.74118307780655e-07,0.609019108362092,0.0275064865105979,0.380423674253119,0.189714322813348,0.128613053821027,0.347480662798748,"HollingI_AIC","HollingI_AIC","HollingI_AIC",-0.927373811919054,0.462548839275938,0,"Mechanistic","Poly2_AIC","HollingI_AIC","Mechanistic","(25,40]",NA
"69",993,1164,39940,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.6312,"Individual/(Individual * 8 hr)",2.19e-05,"Calliopius laeviusculus (Kryer 1838)","Mallotus villosus Mller 1776","Calliopius laeviusculus (Kryer 1838) [adult]","Mallotus villosus Mller 1776 [egg]","active","surface","sessile","surface",1.73e-05,4.78e-07,"square meter",4400,"Individuals per arena",44,0.01,7.5,7.5,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Calliopius laeviusculus","Adult","Amphipod","2D","ectotherm","sessile","Mallotus villosus Mller 1776","Egg","Capelin eggs","ectotherm","Marine","Laboratory",28800,"seconds",86400,"seconds",0.01,"square meter",0.75,"individuals per square centimeter","","yes","length","5.3","mm","original","diameter",0.97,"mm","pdf","Deblois E. M. and W. C. Leggett. 1991. FUNCTIONAL-RESPONSE AND POTENTIAL IMPACT OF INVERTEBRATE PREDATORS ON BENTHIC FISH EGGS - ANALYSIS OF THE CALLIOPIUS-LAEVIUSCULUS-CAPELIN (MALLOTUS-VILLOSUS) PREDATOR-PREY SYSTEM. Marine Ecology-Progress Series 69:205-216.","Fig 4c",NA,NA,NA,NA,NA,-1309.49177319228,-1418.87137915433,-1418.04531320171,-1389.25226689803,-1402.64595411506,80,NA,NA,NA,NA,NA,9.6304134842327e-08,7.16131382381129e-07,2175.64837388955,1.16663106921274e-06,2041.07730730678,-0.0897153686903595,1.05238264828881e-46,6.78091387810878e-21,2.70081166777058e-26,8.53996706835752e-25,0.0364974871583017,0.298723730049301,9.6304134842327e-08,0.300499903859682,0.661720864181151,0.768086657948537,0.836185951208431,-0.590779773890972,0.0857503218284482,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-0.261216012347256,0.0817852749665369,0,"Mechanistic","HollingIII_AIC","HollingII_AIC","Mechanistic","(0,15]","(0,15]"
"70",1073,1244,39941,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",12.4834,"Individual/(Individual * 1 hr)",0.003467611,"Philine aperta (Linnaeus 1767)","Isochrysis galbana Parke","Philine aperta (Linnaeus 1767) [larva]","Isochrysis galbana Parke","active","sphere","active","sphere",4.89e-10,4.77e-14,"cubic meter",1392700000,"Individuals per microliter",1.3927,7.03e-05,12.5,12.5,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Philine aperta (L.)","Larva","Sand slug veliger","3D","ectotherm","3D","Isochrysis galbana","Adult","Microalga","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",7.03e-05,"cubic meter",210.9,"individuals per arena","","yes","shell length","135","micrometer","original","diameter",4.5,"micrometer","http://commons.wikimedia.org/wiki/File:Isochrysis_galbana.jpg","Hansen B. and K. W. Ockelmann. 1991. FEEDING-BEHAVIOR IN LARVAE OF THE OPISTHOBRANCH PHILINE-APERTA .1. GROWTH AND FUNCTIONAL-RESPONSE AT DIFFERENT DEVELOPMENTAL STAGES. Marine Biology 111:255-261.","Fig 3",NA,NA,NA,NA,NA,-82.5028076082889,-76.1298571667496,-79.6202353140359,-80.8131748873377,-80.6907922579046,9,NA,NA,NA,NA,NA,0.000314956378183869,0.00140258789869461,37.8137878976399,0.00304240234797263,0,-0.521276358696005,0.00471887284076733,1,0.000130857433957898,0.0147429040173389,0.0230956130509569,0.173252797149396,0.000314956378183869,1.57558236496445,0.378792347933469,1.98779487167482,0.782431316941591,1.74276873841882,0.337352569976718,"HollingI_AIC","HollingI_AIC","HollingI_AIC",-1.19598149864944,0.153428781257431,0,"Mechanistic","Poly2_AIC","HollingI_AIC","Mechanistic","(0,15]","(0,15]"
"71",1082,1253,39942,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",9.7545,"Individual/(Individual * 1 hr)",0.002709583,"Philine aperta (Linnaeus 1767)","Isochrysis galbana Parke","Philine aperta (Linnaeus 1767) [larva]","Isochrysis galbana Parke","active","sphere","active","sphere",1.41e-09,4.77e-14,"cubic meter",1.063e+09,"Individuals per microliter",1.063,7.03e-05,12.5,12.5,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Philine aperta (L.)","Larva","Sand slug veliger","3D","ectotherm","3D","Isochrysis galbana","Adult","Microalga","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",7.03e-05,"cubic meter",210.9,"individuals per arena","","yes","shell length","159","micrometer","original","diameter",4.5,"micrometer","http://commons.wikimedia.org/wiki/File:Isochrysis_galbana.jpg","Hansen B. and K. W. Ockelmann. 1991. FEEDING-BEHAVIOR IN LARVAE OF THE OPISTHOBRANCH PHILINE-APERTA .1. GROWTH AND FUNCTIONAL-RESPONSE AT DIFFERENT DEVELOPMENTAL STAGES. Marine Biology 111:255-261.","Fig 3",NA,NA,NA,NA,NA,-115.170741095188,-122.295635901352,-120.463967527319,-122.206455256898,-120.613006879856,22,NA,NA,NA,NA,NA,0.000559618345024107,0.00546264445217529,15.1391334163113,0.00714083280765159,13.4893765556016,-0.168891483399265,7.15625135198835e-07,0.0522429048189481,0.000148902838459228,0.00665896386332856,0.239340078025842,0.738960014611288,0.000559618345024107,2.39408460609762,1.0505133290059,0.00155139110754337,0.91628701214688,0.0488349962979555,0.49946136959681,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-1.16781422259288,0.830031255794355,0,"Mechanistic","Poly2_AIC","HollingII_AIC","Mechanistic","(0,15]","(0,15]"
"72",1104,1275,39943,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",46.1861,"Individual/(Individual * 1 hr)",0.012829472,"Philine aperta (Linnaeus 1767)","Isochrysis galbana Parke","Philine aperta (Linnaeus 1767) [larva]","Isochrysis galbana Parke","active","sphere","active","sphere",2.67e-09,4.77e-14,"cubic meter",1334700000,"Individuals per microliter",1.3347,7.03e-05,12.5,12.5,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Philine aperta (L.)","Larva","Sand slug veliger","3D","ectotherm","3D","Isochrysis galbana","Adult","Microalga","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",7.03e-05,"cubic meter",210.9,"individuals per arena","","yes","shell length","244","micrometer","original","diameter",4.5,"micrometer","http://commons.wikimedia.org/wiki/File:Isochrysis_galbana.jpg","Hansen B. and K. W. Ockelmann. 1991. FEEDING-BEHAVIOR IN LARVAE OF THE OPISTHOBRANCH PHILINE-APERTA .1. GROWTH AND FUNCTIONAL-RESPONSE AT DIFFERENT DEVELOPMENTAL STAGES. Marine Biology 111:255-261.","Fig 3",NA,NA,NA,NA,NA,-46.3228663419656,-53.0757205093064,-58.1522808785861,-56.9387090133689,-55.2101302482822,12,NA,NA,NA,NA,NA,0.00171389573255081,0.00779575835828546,2.75501475156793,0.0228213885252417,0.627455708193484,-0.454995788335126,3.11802896906374e-06,0.688023961668199,1.92743232155106e-06,0.000149583846061158,0.00794701994911703,0.015297919331235,0.00171389573255081,0.699083295598387,0.00759690912737748,1.07994234830658,0.885338140856312,0.852472036145627,0.152372308243251,"HollingIII_AIC","HollingIII_AIC","HollingIII_AIC",-0.759740404821628,-0.150251171848624,-0.454995788335126,"Mechanistic","Poly2_AIC","HollingIII_AIC","Mechanistic","(0,15]","(0,15]"
"73",1116,1287,39944,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",155.5783,"Individual/(Individual * 1 hr)",0.043216194,"Philine aperta (Linnaeus 1767)","Isochrysis galbana Parke","Philine aperta (Linnaeus 1767) [larva]","Isochrysis galbana Parke","active","sphere","active","sphere",1.26e-08,4.77e-14,"cubic meter",1391300000,"Individuals per microliter",1.3913,7.03e-05,12.5,12.5,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Philine aperta (L.)","Larva","Sand slug veliger","3D","ectotherm","3D","Isochrysis galbana","Adult","Microalga","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",7.03e-05,"cubic meter",210.9,"individuals per arena","","yes","shell length","330","micrometer","original","diameter",4.5,"micrometer","http://commons.wikimedia.org/wiki/File:Isochrysis_galbana.jpg","Hansen B. and K. W. Ockelmann. 1991. FEEDING-BEHAVIOR IN LARVAE OF THE OPISTHOBRANCH PHILINE-APERTA .1. GROWTH AND FUNCTIONAL-RESPONSE AT DIFFERENT DEVELOPMENTAL STAGES. Marine Biology 111:255-261.","Fig 3",NA,NA,NA,NA,NA,-40.6609884910253,-68.7832331603519,-67.9671903905612,-48.7770276543349,-73.807955177698,24,NA,NA,NA,NA,NA,0.00505088121005093,0.04590013230585,1.65716514912806,0.0263289627248461,1.8336349820742,0.29541180645213,9.210599210133e-15,4.93559234234148e-12,6.16523916158081e-08,5.44861770073172e-06,0.0949526420512074,0.283454800725459,0.00505088121005093,0.384428144052271,0.135102123337261,0.230902821179243,0.602581892591337,0.621267143636942,0.268368319937816,"Poly3_AIC","HollingII_AIC","HollingII_AIC",-0.241324833423502,0.832148446327762,0,"Phenomenological","HollingII_AIC","Poly3_AIC","Phenomenological","(0,15]","(0,15]"
"74",1140,1321,39947,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",540,"Individual/(Individual * 106 days)",5.9e-05,"kestrels and owls","Microtus spp.","kestrels and owls [adult]","Microtus spp. [adult]","active","surface","active","surface",0.049,0.025,"square meter",0.0018,"individuals per square km",1800,4.7e+07,40,38,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",NA,"Falco tinnunculus Asio flammeus Asio otus","Adult","European Kestrel Short-eared Owl Long-eared Owl","3D","endotherm","2D","Microtus spp.","Adult","Vole","endotherm","Terrestrial","field",9158400,"seconds",NA,"",4.7e+07,"square meter",164,"individuals per arena","","no","wet mass","49","g","original","wet mass",25,"g","pdf","Korpimaki E. and K. Norrdahl. 1991. NUMERICAL AND FUNCTIONAL-RESPONSES OF KESTRELS SHORT-EARED OWLS AND LONG-EARED OWLS TO VOLE DENSITIES. Ecology 72:814-826.","Tables 1246",NA,NA,NA,NA,NA,-223.078966091641,-227.881993366091,-226.076240248891,-226.408670606632,-224.472927371813,11,NA,NA,NA,NA,NA,2.45937916364741e-08,7.56965337629231e-08,12291.631437409,2.0087676986837e-08,15023.8732180738,0.235746659865366,0.00127849981882779,0.0261411250185792,5.42970981507475e-05,0.00414010407028893,0.750593266805855,0.671189181022611,2.45937916364741e-08,0.424401055398863,1.77338069599233,0.708589370779706,1.08035416337836,-1.74854714330286,0.535099600651968,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-0.83445254143857,1.3059458611693,0,"Mechanistic","Poly2_AIC","HollingII_AIC","Mechanistic","(25,40]","(25,40]"
"75",1151,1347,39951,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1.6362,"Individual/(Individual * 12 hrs)",3.7875e-05,"Glossiphonia complanata (Linnaeus 1758)","Lymnaea emarginata Say","Glossiphonia complanata (Linnaeus 1758)","Lymnaea emarginata Say [juvenile]","active","surface","sessile","surface",0.0421,0.000694233,"square meter",200,"individuals per arena",2,0.01,20,20,NA,"","no",NA,NA,NA,NA,NA,NA,0.2511,"SD",10,"Glossiphonia complanata (Linnaeus 1758)","","Snail leech","2D","ectotherm","2D","Lymnaea emarginata","juvenile","Snail","ectotherm","Freshwater","Laboratory",43200,"seconds",604800,"seconds",0.01,"square meter",1,"individuals per arena","","yes","wet mass","42.1","g","original","dry mass",0.024,"milligram","original","Bronmark C. 1992. LEECH PREDATION ON JUVENILE FRESH-WATER SNAILS - EFFECTS OF SIZE SPECIES AND SUBSTRATE. Oecologia 91:526-529.","Fig 1",NA,NA,NA,NA,NA,-94.0300664824258,-106.113404192387,-109.10503293117,-114.97275360376,-133.853590657217,6,NA,NA,NA,NA,NA,3.98424413646055e-06,2.81903654487483e-05,2569.77711955749,9.80312325726401e-06,3079.70016868887,0.560852657337572,0.000859575590601918,0.00142775474956933,0.0409628345067115,0.00904365307627837,0.235489187195102,0.200386704575286,3.98424413646055e-06,2.20994530061648,0.834800642252863,0.321308173465458,0.547298327691704,1.73336851969361,0.342848981835907,"Poly3_AIC","HollingII_AIC","HollingIII_AIC",-0.124845306334242,1.24655062100939,0,"Phenomenological","Poly2_AIC","Poly3_AIC","Phenomenological","(15,25]","(15,25]"
"76",1157,1353,39952,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.866,"Individual/(Individual * 12 hrs)",2e-05,"Glossiphonia complanata (Linnaeus 1758)","Lymnaea emarginata Say","Glossiphonia complanata (Linnaeus 1758)","Lymnaea emarginata Say [juvenile]","active","surface","sessile","surface",0.0421,0.00326276,"square meter",200,"individuals per arena",2,0.01,20,20,NA,"","no",NA,NA,NA,NA,NA,NA,0.2511,"SD",10,"Glossiphonia complanata (Linnaeus 1758)","","Snail leech","2D","ectotherm","2D","Lymnaea emarginata","juvenile","Snail","ectotherm","Freshwater","Laboratory",43200,"seconds",604800,"seconds",0.01,"square meter",1,"individuals per arena","","yes","wet mass","42.1","g","original","dry mass",1.339,"milligram","original","Bronmark C. 1992. LEECH PREDATION ON JUVENILE FRESH-WATER SNAILS - EFFECTS OF SIZE SPECIES AND SUBSTRATE. Oecologia 91:526-529.","Fig 1",NA,NA,NA,NA,NA,-96.430890084513,-95.5497328637762,-110.091103893908,-115.995696778105,-138.433090764529,6,NA,NA,NA,NA,NA,4.22534115138593e-06,3.61857784365319e-06,0.464798677394258,3.52409098318262e-11,0,2.83103625717096,0.999912010775574,1,0.0182539093634143,0.289989823152419,0.988888315945735,0.893228252812206,4.22534115138593e-06,1.06472363525772,0.232434447463789,0.835081829558416,0.0445382215932721,1.82521667797118,19.3995420565987,"Poly3_AIC","HollingI_AIC","HollingIII_AIC",-35.9680478560264,41.6301203703684,0,"Phenomenological","Poly2_AIC","Poly3_AIC","Phenomenological","(15,25]","(15,25]"
"77",1163,1364,39954,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.3926,"Individual/(Individual * 12 hrs)",9.09e-06,"Glossiphonia complanata (Linnaeus 1758)","Physa gyrina (Say 1821)","Glossiphonia complanata (Linnaeus 1758)","Physa gyrina (Say 1821) [juvenile]","active","surface","sessile","surface",0.0421,0.000736659,"square meter",200,"individuals per arena",2,0.01,20,20,NA,"","no",NA,NA,NA,NA,NA,NA,0.6715,"SD",10,"Glossiphonia complanata (Linnaeus 1758)","","Snail leech","2D","ectotherm","2D","Physa gyrina","juvenile","Snail","ectotherm","Freshwater","Laboratory",43200,"seconds",604800,"seconds",0.01,"square meter",1,"individuals per arena","","yes","wet mass","42.1","g","original","dry mass",0.028,"milligram","original","Bronmark C. 1992. LEECH PREDATION ON JUVENILE FRESH-WATER SNAILS - EFFECTS OF SIZE SPECIES AND SUBSTRATE. Oecologia 91:526-529.","Fig 2a",NA,NA,NA,NA,NA,-112.820682962291,-117.45233092735,-116.741399840843,-116.750231683936,-116.249940150669,6,NA,NA,NA,NA,NA,3.24814925373134e-06,4.67086233557976e-06,1524.11543889154,2.56763905701335e-06,2766.28576447266,0.250378210912478,0.058241380144642,0.118082106728535,0.000314738346219628,0.0020063719436881,0.318127938591847,0.497192865376382,3.24814925373134e-06,0.329798324691532,0.758569466728208,0.596005679281282,0.06596995280629,-0.693180719390512,0.325015211699946,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-0.399652212487414,0.90040863431237,0,"Mechanistic","Poly2_AIC","HollingII_AIC","Mechanistic","(15,25]","(15,25]"
"78",1169,1370,39955,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",9.57,"Individual/(Individual * 1 day)",0.000110764,"Curinus coeruleus (Mulsant 1850)","Heteropsylla cubana Crawford","Curinus coeruleus (Mulsant 1850) [adult]","Heteropsylla cubana Crawford [late instar]","active","surface","active","surface",1.58e-05,1.5e-07,"square meter",1376.475183,"individuals per arena",10,0.007264933,23,23,NA,"","no",NA,NA,NA,NA,NA,NA,0.2,"SE",7,"Curinus coeruleus (Mulsant)","adult","coccinellid beetle","2D","ectotherm","2D","Heteropsylla cubana Crawford","Late instar nymphs","Psyllid","ectotherm","Terrestrial","Laboratory",86400,"seconds",86400,"seconds",0.007264933,"square meter",1,"individuals per arena","","yes","wet mass","15.8","mg","original","wet mass",0.15,"mg","original","Dasilva P. G. K. S. Hagen and A. P. Gutierrez. 1992. FUNCTIONAL-RESPONSE OF CURINUS-COERULEUS (COL COCCINELLIDAE) TO HETEROPSYLLA-CUBANA (HOM PSYLLIDAE) ON ARTIFICIAL AND NATURAL SUBSTRATES. Entomophaga 37:555-564.","Table 1",NA,NA,NA,NA,NA,-118.911972678062,-123.090038806463,-121.339369980119,-122.217330586663,-121.900869104072,7,NA,NA,NA,NA,NA,5.88747857142857e-06,1.27213573824088e-05,1007.72243033234,8.09938118299441e-06,1296.80011864802,0.171318752981664,0.00791754161823794,0.149644347472838,0.000449686196129023,0.00123853214198724,0.478615078212086,0.736781141400561,5.88747857142857e-06,2.39796563544038,0.798669959850151,0.0311034033172231,0.647558165122249,1.05024927016348,0.475372138865096,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-0.779425524748528,1.12206303071186,0,"Mechanistic","Poly2_AIC","HollingII_AIC","Mechanistic","(15,25]","(15,25]"
"79",1176,1377,39956,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",5.86,"Individual/(Individual * 1 day)",6.78e-05,"Curinus coeruleus (Mulsant 1850)","Heteropsylla cubana Crawford","Curinus coeruleus (Mulsant 1850) [adult]","Heteropsylla cubana Crawford [late instar]","active","surface","active","surface",1.58e-05,1.5e-07,"square meter",1376.475183,"individuals per arena",10,0.007264933,23,23,NA,"","no",NA,NA,NA,NA,NA,NA,1.35,"SE",7,"Curinus coeruleus (Mulsant)","adult","coccinellid beetle","2D","ectotherm","2D","Heteropsylla cubana Crawford","Late instar nymphs","Psyllid","ectotherm","Terrestrial","Laboratory",86400,"seconds",86400,"seconds",0.007264933,"square meter",1,"individuals per arena","","yes","wet mass","15.8","mg","original","wet mass",0.15,"mg","original","Dasilva P. G. K. S. Hagen and A. P. Gutierrez. 1992. FUNCTIONAL-RESPONSE OF CURINUS-COERULEUS (COL COCCINELLIDAE) TO HETEROPSYLLA-CUBANA (HOM PSYLLIDAE) ON ARTIFICIAL AND NATURAL SUBSTRATES. Entomophaga 37:555-564.","Table 1",NA,NA,NA,NA,NA,-114.095353491348,-116.321985335325,-116.429087594392,-117.506833596299,-121.531618386359,7,NA,NA,NA,NA,NA,4.52406785714286e-06,8.85681489182963e-06,1309.72384271799,2.39858994174226e-07,2706.87023655531,1.22381568741166,0.137711438105753,0.0196113149151687,0.00674045489158564,0.0314254741752666,0.800742455860427,0.368919025834977,4.52406785714286e-06,0.604661869986551,0.00473647740483392,1.59233582545778,0.00602321696320951,1.65589061845094,1.20969595354213,"Poly3_AIC","HollingII_AIC","HollingIII_AIC",-1.1955762196726,3.64320759449592,0,"Phenomenological","Poly2_AIC","Poly3_AIC","Phenomenological","(15,25]","(15,25]"
"80",1183,1384,39957,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",4.43,"Individual/(Individual * 1 day)",5.13e-05,"Curinus coeruleus (Mulsant 1850)","Heteropsylla cubana Crawford","Curinus coeruleus (Mulsant 1850) [adult]","Heteropsylla cubana Crawford [late instar]","active","surface","active","surface",1.58e-05,1.5e-07,"square meter",1376.475183,"individuals per arena",10,0.007264933,23,23,NA,"","no",NA,NA,NA,NA,NA,NA,1.31,"SE",7,"Curinus coeruleus (Mulsant)","adult","coccinellid beetle","2D","ectotherm","2D","Heteropsylla cubana Crawford","Late instar nymphs","Psyllid","ectotherm","Terrestrial","Laboratory",86400,"seconds",86400,"seconds",0.007264933,"square meter",1,"individuals per arena","","yes","wet mass","15.8","mg","original","wet mass",0.15,"mg","original","Dasilva P. G. K. S. Hagen and A. P. Gutierrez. 1992. FUNCTIONAL-RESPONSE OF CURINUS-COERULEUS (COL COCCINELLIDAE) TO HETEROPSYLLA-CUBANA (HOM PSYLLIDAE) ON ARTIFICIAL AND NATURAL SUBSTRATES. Entomophaga 37:555-564.","Table 1",NA,NA,NA,NA,NA,-116.18468904643,-117.51174874167,-116.220553619871,-116.463293062436,-114.818786790821,7,NA,NA,NA,NA,NA,5.42631071428571e-06,8.07060626018557e-06,789.681520132054,1.83403465915326e-06,1793.45656848295,0.527107344738617,0.251982962657492,0.204812594510357,0.00160732598047808,0.0130508879519599,0.728523304640009,0.593394306836762,5.42631071428571e-06,0.895265912010212,0.566361780977071,0.0922844287460505,0.880553370913223,0.0612650830298662,0.909771934061311,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-1.292436523384,2.34665121286124,0,"Mechanistic","Poly2_AIC","HollingII_AIC","Mechanistic","(15,25]","(15,25]"
